religion,social_group,sector,gender,marital_status,day_of_week,principal_activity_status,activity_type,n_total_persons,n_participants,participation_rate,total_minutes,mean_minutes_per_participant,mean_minutes_per_person
Islam,others,Rural,female,currently married,Friday,worked as helper in household enterprise (unpaid family worker),Unpaid domestic services for household members,13,13,1,5430,417.6923076923077,417.69232
Islam,others,Rural,female,currently married,Friday,worked as helper in household enterprise (unpaid family worker),"Socializing and communication, community participation and religious practice",13,12,.92307693,2250,187.5,173.07692
Islam,others,Rural,female,currently married,Friday,worked as helper in household enterprise (unpaid family worker),"Culture, leisure, mass-media and sports practices",13,11,.84615386,1260,114.5454545454545,96.92308
Islam,others,Rural,female,currently married,Friday,worked as helper in household enterprise (unpaid family worker),Self-care and maintenance,13,13,1,9510,731.5384615384615,731.53845
Islam,others,Rural,female,currently married,Friday,attended domestic duties only,Production of goods for own final use,329,70,.21276596,6150,87.85714285714286,18.693008
Islam,others,Rural,female,currently married,Friday,attended domestic duties only,Unpaid domestic services for household members,329,327,.99392098,141540,432.8440366972477,430.21277
Islam,others,Rural,female,currently married,Friday,attended domestic duties only,Unpaid caregiving services for household members,329,208,.63221884,36120,173.6538461538462,109.78723
Islam,others,Rural,female,currently married,Friday,attended domestic duties only,"Socializing and communication, community participation and religious practice",329,314,.95440727,67170,213.9171974522293,204.16414
Islam,others,Rural,female,currently married,Friday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",329,301,.91489363,50520,167.8405315614618,153.55623
Islam,others,Rural,female,currently married,Friday,attended domestic duties only,Self-care and maintenance,329,329,1,246240,748.4498480243161,748.44983
Islam,others,Rural,female,currently married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Production of goods for own final use,120,80,.66666669,6750,84.375,56.25
Islam,others,Rural,female,currently married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,120,119,.99166667,49440,415.4621848739496,412
Islam,others,Rural,female,currently married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid caregiving services for household members,120,69,.57499999,11280,163.4782608695652,94
Islam,others,Rural,female,currently married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",120,119,.99166667,28530,239.7478991596639,237.75
Islam,others,Rural,female,currently married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",120,100,.83333331,14040,140.4,117
Islam,others,Rural,female,currently married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,120,120,1,88440,737,737
Islam,others,Rural,female,currently married,Friday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,13,13,1,4980,383.0769230769231,383.07693
Islam,others,Rural,female,currently married,Friday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",13,13,1,2700,207.6923076923077,207.69231
Islam,others,Rural,female,currently married,Friday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",13,10,.76923078,1440,144,110.76923
Islam,others,Rural,female,currently married,Friday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,13,13,1,9960,766.1538461538462,766.15387
Islam,others,Rural,female,currently married,Saturday,worked in household enterprise (self-employed): own account worker,Employment and related activities,26,23,.88461536,6450,280.4347826086956,248.07692
Islam,others,Rural,female,currently married,Saturday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,26,26,1,8460,325.3846153846154,325.38461
Islam,others,Rural,female,currently married,Saturday,worked in household enterprise (self-employed): own account worker,Unpaid caregiving services for household members,26,14,.53846157,1770,126.4285714285714,68.07692
Islam,others,Rural,female,currently married,Saturday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",26,25,.96153843,5580,223.2,214.61539
Islam,others,Rural,female,currently married,Saturday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",26,20,.76923078,2790,139.5,107.30769
Islam,others,Rural,female,currently married,Saturday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,26,26,1,18180,699.2307692307693,699.23077
Islam,others,Rural,female,currently married,Saturday,worked as helper in household enterprise (unpaid family worker),Unpaid domestic services for household members,11,11,1,3930,357.2727272727273,357.27274
Islam,others,Rural,female,currently married,Saturday,worked as helper in household enterprise (unpaid family worker),"Socializing and communication, community participation and religious practice",11,11,1,1710,155.4545454545455,155.45454
Islam,others,Rural,female,currently married,Saturday,worked as helper in household enterprise (unpaid family worker),"Culture, leisure, mass-media and sports practices",11,10,.90909094,1500,150,136.36363
Islam,others,Rural,female,currently married,Saturday,worked as helper in household enterprise (unpaid family worker),Self-care and maintenance,11,11,1,7470,679.0909090909091,679.09088
Islam,others,Rural,female,currently married,Saturday,worked as casual wage labour: in other types of work,Employment and related activities,23,21,.9130435,8070,384.2857142857143,350.86957
Islam,others,Rural,female,currently married,Saturday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,23,23,1,7290,316.9565217391304,316.95651
Islam,others,Rural,female,currently married,Saturday,worked as casual wage labour: in other types of work,Unpaid caregiving services for household members,23,11,.47826087,1380,125.4545454545455,60
Islam,others,Rural,female,currently married,Saturday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",23,23,1,3690,160.4347826086957,160.43478
Islam,others,Rural,female,currently married,Saturday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",23,18,.78260869,2070,115,90
Islam,others,Rural,female,currently married,Saturday,worked as casual wage labour: in other types of work,Self-care and maintenance,23,23,1,15990,695.2173913043479,695.21741
Islam,others,Rural,female,currently married,Saturday,attended domestic duties only,Production of goods for own final use,334,75,.2245509,7350,98,22.005987
Islam,others,Rural,female,currently married,Saturday,attended domestic duties only,Unpaid domestic services for household members,334,333,.997006,143760,431.7117117117117,430.41916
Islam,others,Rural,female,currently married,Saturday,attended domestic duties only,Unpaid caregiving services for household members,334,212,.63473052,36300,171.2264150943396,108.68263
Islam,others,Rural,female,currently married,Saturday,attended domestic duties only,"Socializing and communication, community participation and religious practice",334,326,.97604793,68280,209.4478527607362,204.43114
Islam,others,Rural,female,currently married,Saturday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",334,300,.89820361,49680,165.6,148.74251
Islam,others,Rural,female,currently married,Saturday,attended domestic duties only,Self-care and maintenance,334,334,1,250830,750.9880239520958,750.98804
Islam,others,Rural,female,currently married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Production of goods for own final use,132,77,.58333331,7170,93.11688311688312,54.31818
Islam,others,Rural,female,currently married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,132,131,.99242425,56010,427.5572519083969,424.31818
Islam,others,Rural,female,currently married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid caregiving services for household members,132,65,.49242425,11280,173.5384615384615,85.454544
Islam,others,Rural,female,currently married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",132,131,.99242425,35580,271.6030534351145,269.54544
Islam,others,Rural,female,currently married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",132,107,.81060606,15360,143.5514018691589,116.36364
Islam,others,Rural,female,currently married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,132,132,1,97170,736.1363636363636,736.13635
Islam,others,Rural,female,currently married,Saturday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,23,22,.95652175,7620,346.3636363636364,331.30435
Islam,others,Rural,female,currently married,Saturday,"rentiers, pensioners , remittance recipients, etc.",Unpaid caregiving services for household members,23,17,.73913044,3870,227.6470588235294,168.26086
Islam,others,Rural,female,currently married,Saturday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",23,23,1,5280,229.5652173913043,229.56522
Islam,others,Rural,female,currently married,Saturday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",23,20,.86956519,3090,154.5,134.34782
Islam,others,Rural,female,currently married,Saturday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,23,23,1,17610,765.6521739130435,765.65216
Islam,others,Rural,female,currently married,Sunday,worked in household enterprise (self-employed): own account worker,Employment and related activities,25,23,.92000002,5460,237.3913043478261,218.39999
Islam,others,Rural,female,currently married,Sunday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,25,25,1,9840,393.6,393.60001
Islam,others,Rural,female,currently married,Sunday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",25,24,.95999998,5910,246.25,236.39999
Islam,others,Rural,female,currently married,Sunday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",25,21,.83999997,2490,118.5714285714286,99.599998
Islam,others,Rural,female,currently married,Sunday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,25,25,1,17640,705.6,705.59998
Islam,others,Rural,female,currently married,Sunday,worked as casual wage labour: in other types of work,Employment and related activities,17,13,.7647059,4920,378.4615384615385,289.41177
Islam,others,Rural,female,currently married,Sunday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,17,16,.94117647,6390,399.375,375.88235
Islam,others,Rural,female,currently married,Sunday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",17,15,.88235295,2850,190,167.64706
Islam,others,Rural,female,currently married,Sunday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",17,14,.82352942,1710,122.1428571428571,100.58823
Islam,others,Rural,female,currently married,Sunday,worked as casual wage labour: in other types of work,Self-care and maintenance,17,17,1,11970,704.1176470588235,704.11768
Islam,others,Rural,female,currently married,Sunday,attended domestic duties only,Production of goods for own final use,318,87,.2735849,6660,76.55172413793103,20.943396
Islam,others,Rural,female,currently married,Sunday,attended domestic duties only,Unpaid domestic services for household members,318,316,.9937107,131550,416.2974683544304,413.67926
Islam,others,Rural,female,currently married,Sunday,attended domestic duties only,Unpaid caregiving services for household members,318,203,.63836479,39330,193.743842364532,123.67924
Islam,others,Rural,female,currently married,Sunday,attended domestic duties only,"Socializing and communication, community participation and religious practice",318,306,.96226418,67770,221.4705882352941,213.1132
Islam,others,Rural,female,currently married,Sunday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",318,277,.87106919,45900,165.7039711191336,144.33963
Islam,others,Rural,female,currently married,Sunday,attended domestic duties only,Self-care and maintenance,318,318,1,239130,751.9811320754717,751.98114
Islam,others,Rural,female,currently married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Employment and related activities,117,10,.085470088,1140,114,9.7435894
Islam,others,Rural,female,currently married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Production of goods for own final use,117,70,.59829062,6180,88.28571428571429,52.820515
Islam,others,Rural,female,currently married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,117,116,.99145299,52890,455.948275862069,452.05127
Islam,others,Rural,female,currently married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid caregiving services for household members,117,55,.47008547,12390,225.2727272727273,105.89744
Islam,others,Rural,female,currently married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",117,116,.99145299,25680,221.3793103448276,219.48718
Islam,others,Rural,female,currently married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",117,100,.85470086,13530,135.3,115.64103
Islam,others,Rural,female,currently married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,117,117,1,85470,730.5128205128206,730.51282
Islam,others,Rural,female,currently married,Sunday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,14,14,1,6540,467.1428571428572,467.14285
Islam,others,Rural,female,currently married,Sunday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",14,13,.9285714,3030,233.0769230769231,216.42857
Islam,others,Rural,female,currently married,Sunday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",14,10,.71428573,1710,171,122.14286
Islam,others,Rural,female,currently married,Sunday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,14,14,1,11070,790.7142857142857,790.71429
Islam,others,Rural,female,widowed,Monday,attended domestic duties only,Unpaid domestic services for household members,21,19,.90476191,5640,296.8421052631579,268.57144
Islam,others,Rural,female,widowed,Monday,attended domestic duties only,"Socializing and communication, community participation and religious practice",21,21,1,6120,291.4285714285714,291.42856
Islam,others,Rural,female,widowed,Monday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",21,20,.95238096,4110,205.5,195.71428
Islam,others,Rural,female,widowed,Monday,attended domestic duties only,Self-care and maintenance,21,21,1,16890,804.2857142857143,804.28571
Islam,others,Rural,female,widowed,Tuesday,attended domestic duties only,Unpaid domestic services for household members,24,19,.79166669,4770,251.0526315789474,198.75
Islam,others,Rural,female,widowed,Tuesday,attended domestic duties only,"Socializing and communication, community participation and religious practice",24,24,1,7890,328.75,328.75
Islam,others,Rural,female,widowed,Tuesday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",24,24,1,4260,177.5,177.5
Islam,others,Rural,female,widowed,Tuesday,attended domestic duties only,Self-care and maintenance,24,24,1,19110,796.25,796.25
Islam,others,Rural,female,widowed,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",10,10,1,2610,261,261
Islam,others,Rural,female,widowed,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,10,10,1,8070,807,807
Islam,others,Rural,female,widowed,Tuesday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",11,11,1,2520,229.0909090909091,229.09091
Islam,others,Rural,female,widowed,Tuesday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",11,11,1,3330,302.7272727272727,302.72726
Islam,others,Rural,female,widowed,Tuesday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,11,11,1,9270,842.7272727272727,842.72729
Islam,others,Rural,female,widowed,Wednesday,attended domestic duties only,Unpaid domestic services for household members,29,26,.89655173,7410,285,255.51724
Islam,others,Rural,female,widowed,Wednesday,attended domestic duties only,Unpaid caregiving services for household members,29,12,.41379312,1170,97.5,40.344826
Islam,others,Rural,female,widowed,Wednesday,attended domestic duties only,"Socializing and communication, community participation and religious practice",29,29,1,9780,337.2413793103448,337.24139
Islam,others,Rural,female,widowed,Wednesday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",29,28,.96551722,5250,187.5,181.03448
Islam,others,Rural,female,widowed,Wednesday,attended domestic duties only,Self-care and maintenance,29,29,1,23940,825.5172413793103,825.51721
Islam,others,Rural,female,widowed,Wednesday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",10,10,1,2130,213,213
Islam,others,Rural,female,widowed,Wednesday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,10,10,1,8610,861,861
Islam,others,Rural,female,widowed,Thursday,attended domestic duties only,Unpaid domestic services for household members,23,18,.78260869,5100,283.3333333333333,221.73914
Islam,others,Rural,female,widowed,Thursday,attended domestic duties only,"Socializing and communication, community participation and religious practice",23,22,.95652175,6510,295.9090909090909,283.04349
Islam,others,Rural,female,widowed,Thursday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",23,22,.95652175,4320,196.3636363636364,187.82608
Islam,others,Rural,female,widowed,Thursday,attended domestic duties only,Self-care and maintenance,23,23,1,18750,815.2173913043479,815.21741
Islam,others,Rural,female,widowed,Thursday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,13,11,.84615386,3300,300,253.84616
Islam,others,Rural,female,widowed,Thursday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",13,13,1,3840,295.3846153846154,295.38461
Islam,others,Rural,female,widowed,Thursday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",13,11,.84615386,1740,158.1818181818182,133.84616
Islam,others,Rural,female,widowed,Thursday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,13,13,1,10380,798.4615384615385,798.46155
Islam,others,Rural,female,widowed,Thursday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,15,11,.73333335,3030,275.4545454545454,202
Islam,others,Rural,female,widowed,Thursday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",15,15,1,3570,238,238
Islam,others,Rural,female,widowed,Thursday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",15,14,.93333334,3570,255,238
Islam,others,Rural,female,widowed,Thursday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,15,15,1,12060,804,804
Islam,others,Rural,female,widowed,Friday,attended domestic duties only,Unpaid domestic services for household members,20,16,.80000001,4740,296.25,237
Islam,others,Rural,female,widowed,Friday,attended domestic duties only,"Socializing and communication, community participation and religious practice",20,20,1,5760,288,288
Islam,others,Rural,female,widowed,Friday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",20,18,.89999998,3780,210,189
Islam,others,Rural,female,widowed,Friday,attended domestic duties only,Self-care and maintenance,20,20,1,16530,826.5,826.5
Islam,others,Rural,female,widowed,Friday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",11,11,1,3000,272.7272727272727,272.72726
Islam,others,Rural,female,widowed,Friday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",11,10,.90909094,2070,207,188.18182
Islam,others,Rural,female,widowed,Friday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,11,11,1,9510,864.5454545454545,864.54547
Islam,others,Rural,female,widowed,Saturday,attended domestic duties only,Unpaid domestic services for household members,19,15,.78947371,3720,248,195.78947
Islam,others,Rural,female,widowed,Saturday,attended domestic duties only,"Socializing and communication, community participation and religious practice",19,19,1,5010,263.6842105263158,263.6842
Islam,others,Rural,female,widowed,Saturday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",19,18,.94736844,3630,201.6666666666667,191.05263
Islam,others,Rural,female,widowed,Saturday,attended domestic duties only,Self-care and maintenance,19,19,1,16590,873.1578947368421,873.1579
Islam,others,Rural,female,widowed,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",11,11,1,2760,250.9090909090909,250.90909
Islam,others,Rural,female,widowed,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",11,11,1,1950,177.2727272727273,177.27272
Islam,others,Rural,female,widowed,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,11,11,1,8250,750,750
Islam,others,Rural,female,widowed,Saturday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,22,17,.77272725,4650,273.5294117647059,211.36363
Islam,others,Rural,female,widowed,Saturday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",22,22,1,7440,338.1818181818182,338.18182
Islam,others,Rural,female,widowed,Saturday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",22,22,1,4950,225,225
Islam,others,Rural,female,widowed,Saturday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,22,22,1,18030,819.5454545454545,819.54547
Islam,others,Rural,female,widowed,Sunday,attended domestic duties only,Unpaid domestic services for household members,29,26,.89655173,5130,197.3076923076923,176.89655
Islam,others,Rural,female,widowed,Sunday,attended domestic duties only,"Socializing and communication, community participation and religious practice",29,28,.96551722,7470,266.7857142857143,257.58621
Islam,others,Rural,female,widowed,Sunday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",29,28,.96551722,6150,219.6428571428571,212.06897
Islam,others,Rural,female,widowed,Sunday,attended domestic duties only,Self-care and maintenance,29,29,1,23910,824.4827586206897,824.48279
Islam,others,Rural,female,widowed,Sunday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,23,18,.78260869,5610,311.6666666666667,243.91304
Islam,others,Rural,female,widowed,Sunday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",23,23,1,6810,296.0869565217391,296.08694
Islam,others,Rural,female,widowed,Sunday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",23,19,.82608694,4620,243.1578947368421,200.86957
Islam,others,Rural,female,widowed,Sunday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,23,23,1,19770,859.5652173913044,859.56525
Islam,others,Urban,male,never married,Monday,worked in household enterprise (self-employed): own account worker,Employment and related activities,23,22,.95652175,11190,508.6363636363636,486.52173
Islam,others,Urban,male,never married,Monday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,23,11,.47826087,1170,106.3636363636364,50.869564
Islam,others,Urban,male,never married,Monday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",23,22,.95652175,3810,173.1818181818182,165.65218
Islam,others,Urban,male,never married,Monday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",23,23,1,4170,181.304347826087,181.30435
Islam,others,Urban,male,never married,Monday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,23,23,1,17130,744.7826086956521,744.78259
Islam,others,Urban,male,never married,Monday,worked as regular salaried/ wage employee,Employment and related activities,43,42,.97674417,23730,565,551.86047
Islam,others,Urban,male,never married,Monday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,43,15,.3488372,1980,132,46.046513
Islam,others,Urban,male,never married,Monday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",43,42,.97674417,7170,170.7142857142857,166.74419
Islam,others,Urban,male,never married,Monday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",43,40,.93023258,5910,147.75,137.44186
Islam,others,Urban,male,never married,Monday,worked as regular salaried/ wage employee,Self-care and maintenance,43,43,1,30540,710.2325581395348,710.23254
Islam,others,Urban,male,never married,Monday,worked as casual wage labour: in other types of work,Employment and related activities,23,23,1,12090,525.6521739130435,525.65216
Islam,others,Urban,male,never married,Monday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",23,22,.95652175,4440,201.8181818181818,193.04347
Islam,others,Urban,male,never married,Monday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",23,22,.95652175,3030,137.7272727272727,131.73914
Islam,others,Urban,male,never married,Monday,worked as casual wage labour: in other types of work,Self-care and maintenance,23,23,1,17070,742.1739130434783,742.17389
Islam,others,Urban,male,never married,Monday,attended educational institution,Learning,160,146,.91250002,69630,476.9178082191781,435.1875
Islam,others,Urban,male,never married,Monday,attended educational institution,"Socializing and communication, community participation and religious practice",160,121,.75625002,17640,145.7851239669421,110.25
Islam,others,Urban,male,never married,Monday,attended educational institution,"Culture, leisure, mass-media and sports practices",160,158,.98750001,37110,234.873417721519,231.9375
Islam,others,Urban,male,never married,Monday,attended educational institution,Self-care and maintenance,160,160,1,125520,784.5,784.5
Islam,others,Urban,male,never married,Tuesday,worked in household enterprise (self-employed): own account worker,Employment and related activities,35,35,1,18990,542.5714285714286,542.57141
Islam,others,Urban,male,never married,Tuesday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",35,34,.97142857,4020,118.2352941176471,114.85714
Islam,others,Urban,male,never married,Tuesday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",35,32,.91428572,4680,146.25,133.71428
Islam,others,Urban,male,never married,Tuesday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,35,35,1,24600,702.8571428571429,702.85712
Islam,others,Urban,male,never married,Tuesday,worked as regular salaried/ wage employee,Employment and related activities,39,39,1,19920,510.7692307692308,510.76923
Islam,others,Urban,male,never married,Tuesday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,39,12,.30769232,1530,127.5,39.23077
Islam,others,Urban,male,never married,Tuesday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",39,37,.94871795,7440,201.0810810810811,190.76923
Islam,others,Urban,male,never married,Tuesday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",39,39,1,6630,170,170
Islam,others,Urban,male,never married,Tuesday,worked as regular salaried/ wage employee,Self-care and maintenance,39,39,1,28500,730.7692307692307,730.76923
Islam,others,Urban,male,never married,Tuesday,worked as casual wage labour: in other types of work,Employment and related activities,22,22,1,11220,510,510
Islam,others,Urban,male,never married,Tuesday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,22,11,.5,1440,130.9090909090909,65.454544
Islam,others,Urban,male,never married,Tuesday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",22,22,1,3360,152.7272727272727,152.72728
Islam,others,Urban,male,never married,Tuesday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",22,20,.90909094,2790,139.5,126.81818
Islam,others,Urban,male,never married,Tuesday,worked as casual wage labour: in other types of work,Self-care and maintenance,22,22,1,16230,737.7272727272727,737.72729
Islam,others,Urban,male,never married,Tuesday,did not work but was seeking and/or available for work,"Socializing and communication, community participation and religious practice",12,11,.91666669,3600,327.2727272727273,300
Islam,others,Urban,male,never married,Tuesday,did not work but was seeking and/or available for work,"Culture, leisure, mass-media and sports practices",12,12,1,4080,340,340
Islam,others,Urban,male,never married,Tuesday,did not work but was seeking and/or available for work,Self-care and maintenance,12,12,1,9180,765,765
Islam,others,Urban,male,never married,Tuesday,attended educational institution,Unpaid domestic services for household members,191,17,.089005239,1410,82.94117647058823,7.3821988
Islam,others,Urban,male,never married,Tuesday,attended educational institution,Learning,191,169,.88481677,77520,458.698224852071,405.86386
